Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	hsa05203:Viral carcinogenesis	5	9.090909090909092	0.0025496253743868165	EGR2, PIK3CD, HIST2H4A, RASA2, HIST2H4B	21	205	6879	7.989547038327526	0.22728191675821063	0.22728191675821063	2.79892335696188
KEGG_PATHWAY	hsa04668:TNF signaling pathway	4	7.2727272727272725	0.0034404486865151586	CFLAR, CASP10, SOCS3, PIK3CD	21	107	6879	12.2456608811749	0.2939607475139836	0.1597385808654449	3.7599156033910286
UP_SEQ_FEATURE	mutagenesis site	12	21.818181818181817	0.006501599974543999	TNFRSF6B, CFLAR, CASP10, EGR2, SOCS3, HIST2H2AC, PIK3CD, FSCN1, PIGV, UBE4B, CANT1, SLC9A1	45	2191	20063	2.441868248897003	0.6888829623299537	0.6888829623299537	7.713292012113026
UP_SEQ_FEATURE	domain:DED 1	2	3.6363636363636362	0.0065651833975472395	CFLAR, CASP10	45	3	20063	297.22962962962964	0.6924268678173272	0.44540723753129197	7.78594884910655
UP_SEQ_FEATURE	domain:DED 2	2	3.6363636363636362	0.0065651833975472395	CFLAR, CASP10	45	3	20063	297.22962962962964	0.6924268678173272	0.44540723753129197	7.78594884910655
GOTERM_BP_DIRECT	GO:0016477~cell migration	4	7.2727272727272725	0.007364434335423645	ARPC5L, FSCN1, SLC9A1, PRSS37	40	172	16792	9.762790697674419	0.887852348035995	0.887852348035995	9.387050345868364
KEGG_PATHWAY	hsa04210:Apoptosis	3	5.454545454545454	0.013681387825617588	CFLAR, CASP10, PIK3CD	21	62	6879	15.850230414746543	0.7512631802357808	0.3711022719855449	14.203269273833364
GOTERM_CC_DIRECT	GO:0031265~CD95 death-inducing signaling complex	2	3.6363636363636362	0.013750367784485927	CFLAR, CASP10	43	6	18224	141.27131782945736	0.7425388422502233	0.7425388422502233	14.195117250315569
GOTERM_CC_DIRECT	GO:0097342~ripoptosome	2	3.6363636363636362	0.016024079747121653	CFLAR, CASP10	43	7	18224	121.08970099667773	0.7946578454706934	0.5468530541542771	16.35720476535656
UP_KEYWORDS	Nucleosome core	3	5.454545454545454	0.016227217409472985	HIST2H2AC, HIST2H4A, HIST2H4B	46	89	20581	15.08133854421104	0.8501015462439765	0.8501015462439765	17.026764202142786
INTERPRO	IPR001875:Death effector domain	2	3.6363636363636362	0.016480796097072637	CFLAR, CASP10	45	7	18559	117.83492063492065	0.8569154386613705	0.8569154386613705	17.294985433691256
SMART	SM00031:DED	2	3.6363636363636362	0.017276701113627495	CFLAR, CASP10	26	7	10057	110.51648351648352	0.44707963022686303	0.44707963022686303	14.20936315572845
UP_SEQ_FEATURE	chain:Neuroblastoma breakpoint family member 10	2	3.6363636363636362	0.017413667674463573	NBPF10, NBPF11	45	8	20063	111.46111111111112	0.9569117680399994	0.6494207362128741	19.44103245564348
UP_SEQ_FEATURE	chain:Neuroblastoma breakpoint family member 14	2	3.6363636363636362	0.017413667674463573	NBPF10, NBPF11	45	8	20063	111.46111111111112	0.9569117680399994	0.6494207362128741	19.44103245564348
UP_SEQ_FEATURE	chain:Neuroblastoma breakpoint family member 8	2	3.6363636363636362	0.017413667674463573	NBPF10, NBPF11	45	8	20063	111.46111111111112	0.9569117680399994	0.6494207362128741	19.44103245564348
UP_SEQ_FEATURE	chain:Neuroblastoma breakpoint family member 20	2	3.6363636363636362	0.017413667674463573	NBPF10, NBPF11	45	8	20063	111.46111111111112	0.9569117680399994	0.6494207362128741	19.44103245564348
UP_SEQ_FEATURE	chain:Neuroblastoma breakpoint family member 12	2	3.6363636363636362	0.017413667674463573	NBPF10, NBPF11	45	8	20063	111.46111111111112	0.9569117680399994	0.6494207362128741	19.44103245564348
UP_SEQ_FEATURE	domain:NBPF 10	2	3.6363636363636362	0.017413667674463573	NBPF10, NBPF11	45	8	20063	111.46111111111112	0.9569117680399994	0.6494207362128741	19.44103245564348
